Package 	 Class 	 numberOfMethods 	 lcom 	 avcc 	 nos 	 hbug 	 heff 	 uwcs 	 inst 	 pack 	 rfc 	 cbo 	 mi 	 ccml 	 nloc 	 fin 	 dit 	 minc 	 sr 	 rr 	 coh 	 lmc 	 lcom2 	 maxcc 	 hvol 	 hier 	 nqu 	 fout 	 six 	 ext 	 nsup 	 tcc 	 nsub 	 mpc 	 nco 	 intr 	 ccom 	 hlth 	 mod 	 NumberOfDefects 	 Defective
edu.cmu.sphinx.util	CommandInterpreter$CommandInterface_13	2	0.0	1.5	15	0.17389620545637377	7751.2078476066745	2	0	1	2	1	111.12539641959694	0	19	0	1	111.12539641959694	0.0	0.0	0.0	0	2.0	2	521.6886163691213	1	2	1	0.0	1	0	3	0	0	0	0	0	106	0	0	FALSE
edu.cmu.sphinx.linguist.util	LinguistTimer	3	0.7857142857142857	4.0	73	0.8813639145036087	38310.311746055355	10	1	1	3	4	57.480666123448934	41	74	0	1	86.86105190963815	0.0	0.0	0.6666666666666666	1	1.0	6	2644.0917435108263	0	0	4	0.0	1	0	12	0	0	3	0	12	461	1	0	FALSE
edu.cmu.sphinx.linguist.flat	CIPhoneLoop	2	0.0	1.0	14	0.11437364188468066	1987.7087852800698	6	1	1	3	21	67.39580446352922	20	19	1	1	115.8728153583051	0.0	0.0	0.25	0	2.0	1	343.12092565404197	0	1	20	0.0	1	0	2	0	1	1	0	3	81	1	0	FALSE
edu.cmu.sphinx.decoder.scorer	AcousticScorer	5	0.0	1.0	6	0.029880555112147947	152.0431277340308	5	0	1	5	14	141.44881577124195	27	7	12	1	159.3216360428532	0.0	0.5	0.0	0	5.0	1	89.64166533644384	0	0	2	0.0	0	1	5	0	0	5	0	6	35	1	0	FALSE
edu.cmu.sphinx.tools.corpus	RegionOfAudioData	17	0.1125	1.7058823529411764	60	0.6411911152794612	24321.379893035388	22	1	1	17	17	178.23013275876576	20	79	14	1	128.23027171713767	0.0	0.0	0.3058823529411765	0	67.0	10	1923.5733458383834	1	4	3	0.0	1	0	29	0	0	13	0	2	455	1	0	FALSE
com.sun.speech.engine	SpeechEventUtilities$SpeechAWTEvent	2	0.5	1.0	12	0.1212349763293865	1752.709158422816	6	1	1	2	1	118.80036053149348	0	19	0	1	118.80036053149348	0.0	0.5	0.5	0	2.0	1	363.7049289881595	0	0	1	0.0	0	1	2	0	0	2	0	0	87	1	0	FALSE
edu.cmu.sphinx.frontend.util	Microphone$RecordingThread	6	0.05	3.6666666666666665	79	0.9850542728752059	47130.91768954343	10	1	1	7	6	56.18410915651127	42	116	0	1	98.47526174769601	0.0	0.5	0.2916666666666667	1	6.0	8	2955.1628186256175	1	1	6	0.0	1	1	22	0	1	5	0	14	526	0	0	FALSE
edu.cmu.sphinx.instrumentation	ConfigMonitor	4	0.46296296296296297	2.75	49	0.6095056775109323	13550.119432569933	22	1	1	4	6	65.15206593029401	48	71	0	1	102.71457558833401	0.0	0.0	0.4027777777777778	0	4.0	8	1828.517032532797	0	1	6	0.0	1	0	11	0	0	3	1	16	365	1	0	FALSE
edu.cmu.sphinx.frontend	FrontEnd	10	0.022222222222222223	1.7	60	0.543693480776951	11735.650712635887	15	1	1	11	23	143.96213651940252	194	69	13	1	117.67957109271657	0.0	0.5	0.22	1	42.0	3	1631.080442330853	1	2	10	0.15	1	1	17	0	1	8	0	16	373	1	0	FALSE
com.sun.speech.engine.recognition	RuleParser$tokenPos	2	0.0	1.0	3	0.01200533747700117	51.64657489542353	2	0	1	2	0	159.88063368918512	0	4	0	1	159.88063368918512	0.0	0.0	0.0	0	2.0	1	36.01601243100351	0	0	0	0.0	0	0	2	0	0	2	0	0	15	0	0	FALSE
edu.cmu.sphinx.decoder.search	WordStats$TokenStats	2	1.25	2.0	16	0.12425558112146674	2761.77790614817	6	1	1	2	1	162.42523324525632	3	21	0	1	112.42537220362823	0.0	0.0	0.875	0	0.0	3	372.7667433644002	0	0	1	0.0	1	0	4	0	0	2	0	1	91	0	0	FALSE
edu.cmu.sphinx.frontend	BaseDataProcessor	10	0.07407407407407407	1.0	22	0.1444165156423502	1392.5079038476501	13	1	1	10	30	125.01612958588808	58	33	23	1	142.88894985749934	23.0	0.0	0.26666666666666666	1	38.0	1	433.2495469270506	0	3	7	0.0	1	0	10	23	0	7	1	11	127	1	0	FALSE
edu.cmu.sphinx.decoder.pruner	NullPruner	9	0.875	1.0	14	0.07997541202661129	723.9151080522491	10	1	1	9	5	176.60991902077996	35	24	0	1	155.99492252496697	0.0	0.0	0.2222222222222222	0	16.0	1	239.92623607983387	0	2	5	0.0	0	0	9	0	0	7	1	10	79	1	0	FALSE
edu.cmu.sphinx.tools.datacollection.client	AudioCollectorPresentationApplet$Thread	1	0.0	4.0	7	0.06063927770895153	854.8325759224491	1	0	1	1	0	116.06931062037057	0	11	0	1	116.06931062037057	0.0	0.0	0.0	0	0.0	4	181.9178331268546	1	0	0	0.0	1	0	4	0	0	1	0	0	43	0	0	FALSE
edu.cmu.sphinx.decoder.scorer	ThreadedAcousticScorer$Mailbox	2	0.0	3.0	17	0.10377263676354155	2078.2589818545844	3	1	1	2	0	95.43175186800508	10	26	0	1	113.30457213961634	0.0	0.0	1.0	0	0.0	3	311.31791029062464	1	0	0	0.0	0	0	6	0	0	2	0	2	76	0	0	FALSE
tests.linguist.dictionary	FullDictionaryTest	4	0.1111111111111111	4.0	63	0.8605438311148519	48080.31717847499	7	1	1	4	8	115.29711392194493	14	81	1	1	94.68211742613192	0.0	0.0	0.4166666666666667	1	4.0	9	2581.6314933445556	0	0	7	0.0	1	0	16	0	0	4	0	5	481	1	0	FALSE
edu.cmu.sphinx.linguist.dflat	OutOfGrammarGraph$OogHMMState	9	0.0	1.5555555555555556	38	0.29643201622119236	8299.992861919063	11	1	1	9	4	107.2199836262032	49	49	0	1	125.09280389781446	0.0	0.5	0.5	1	0.0	3	889.2960486635772	0	3	4	0.0	1	1	14	0	0	6	1	9	217	0	0	FALSE
edu.cmu.sphinx.jsapi	JSGFGrammar$RuleStack	5	0.375	1.2	18	0.1293798664385391	1551.5180186270297	7	1	1	5	0	154.1531184083927	19	25	0	1	133.5381219125797	0.0	0.0	0.8	1	0.0	2	388.1395993156173	0	1	0	0.0	1	0	6	0	0	4	0	5	106	0	0	FALSE
edu.cmu.sphinx.decoder.scorer	ThreadedAcousticScorer$Semaphore	3	0.5	2.3333333333333335	17	0.12364147217508711	2407.700303533807	5	1	1	3	1	89.63823672808908	18	27	0	1	121.85989983506283	0.0	0.0	0.8333333333333334	0	0.0	3	370.92441652526134	1	1	1	0.0	1	0	7	0	0	2	0	3	92	0	0	FALSE
demo.jsapi.dialog	MyBehavior	7	0.8333333333333334	2.5714285714285716	52	0.5179078239773977	13052.787140841847	8	1	1	7	7	95.63071303669199	41	63	2	1	113.50353330830325	1.0	0.3333333333333333	0.2857142857142857	1	13.0	7	1553.723471932193	1	2	5	0.0	1	1	18	1	0	5	0	9	325	0	0	FALSE
edu.cmu.sphinx.util.props	PropertyType	3	0.5	1.0	25	0.23950487386435054	6754.932772376952	4	1	1	4	78	120.04377064413836	52	28	78	1	110.91264427263573	0.0	0.0	0.6666666666666666	0	4.0	1	718.5146215930516	0	1	0	0.0	1	0	3	0	1	2	0	12	154	1	0	FALSE
tests.linguist.dictionary	AlphaDictionaryTest	2	1.0	1.5	11	0.13448536180288917	2394.829621571596	3	1	1	2	4	88.37149869535577	12	18	1	1	120.59316180232952	0.0	0.0	0.5	0	2.0	2	403.45608540866755	0	0	3	0.0	1	0	3	0	0	2	0	3	90	1	0	FALSE
tests.live	Live$LiveRecognizer	14	0.10256410256410256	1.8571428571428572	83	0.7918090738611488	19719.888058339893	26	1	1	14	8	120.2243735657774	67	113	0	1	119.98861317349511	0.0	0.0	0.17857142857142858	1	110.0	5	2375.4272215834467	1	6	8	0.0	1	0	26	0	0	8	0	14	505	0	2	TRUE
edu.cmu.sphinx.tools.corpusBrowser	WordBrowser	2	0.42857142857142855	3.0	36	0.49471862346587453	17465.563738864188	9	1	1	2	9	50.59619385457253	14	45	2	1	92.88734644575727	0.0	0.0	0.35714285714285715	0	2.0	5	1484.1558703976236	0	0	7	0.0	1	0	6	0	0	2	0	1	264	1	0	FALSE
edu.cmu.sphinx.util	Complex	14	0.23076923076923078	1.0	41	0.44763105806409553	11896.429484944427	16	1	0	14	2	118.83051339008068	80	56	2	1	136.70333366169194	0.0	0.0	0.7142857142857143	1	38.0	1	1342.8931741922866	0	1	0	0.0	1	0	14	0	0	13	0	17	352	1	0	FALSE
edu.cmu.sphinx.tools.audio	FilenameDialog$WindowAdapter	1	0.0	1.0	3	0.014847069681253662	85.08241808752197	1	0	1	1	0	138.00529911704294	0	4	0	1	138.00529911704294	0.0	0.0	0.0	0	1.0	1	44.541209043760986	1	0	0	0.0	0	0	1	0	0	1	0	0	15	0	0	FALSE
edu.cmu.sphinx.result	Lattice	49	0.0078125	2.326530612244898	431	5.600130342648768	246330.69090393744	57	1	1	49	24	57.9727648606553	471	516	17	1	107.97151423994254	0.0	0.0	0.11734693877551021	1	954.0	11	16800.391027946305	0	10	10	0.0	1	0	114	0	0	39	0	68	3214	1	0	FALSE
edu.cmu.sphinx.result	MAPConfidenceScorer	5	0.30000000000000004	2.6	64	0.8243752124089797	30129.48127551582	15	1	1	5	20	63.19516544165123	64	84	3	1	100.75767509969123	0.0	0.0	0.34	1	9.0	7	2473.125637226939	0	3	17	0.0	1	0	13	0	0	2	1	15	453	1	0	FALSE
edu.cmu.sphinx.tools.audio	AudioPanel$ChangeListener	1	0.0	1.0	12	0.1566058737276785	4057.1802744365887	1	0	1	1	0	102.33031951156082	0	13	0	1	102.33031951156082	0.0	0.0	0.0	0	0.0	1	469.8176211830355	1	0	0	0.0	1	0	1	0	0	1	0	0	92	0	0	FALSE
edu.cmu.sphinx.util	CommandInterpreter$CommandInterface_10	2	0.0	2.5	18	0.18681570247743953	9385.880268494615	2	0	1	2	1	106.28216918594786	0	22	0	1	106.28216918594786	0.0	0.0	0.0	0	2.0	4	560.4471074323186	1	2	1	0.0	1	0	5	0	0	0	0	0	110	0	0	FALSE
demo.sphinx.helloworld	HelloWorld	1	0.0	8.0	33	0.5102322804948282	27171.37457265962	1	0	1	1	6	68.6034972949732	15	46	1	1	78.96038196862354	0.0	0.0	0.0	0	1.0	8	1530.6968414844844	0	0	5	0.0	1	0	8	0	0	1	0	5	250	1	0	FALSE
edu.cmu.sphinx.util	CommandInterpreter$CommandInterface_11	2	0.0	2.0	10	0.07877655745002929	1863.8140498392318	2	0	1	2	1	121.38434493248397	0	14	0	1	121.38434493248397	0.0	0.0	0.0	0	2.0	3	236.32967235008786	1	2	1	0.0	0	0	4	0	0	0	0	0	56	0	0	FALSE
edu.cmu.sphinx.frontend.util	ConcatFileDataSource$InputStreamEnumeration	8	0.03571428571428571	3.625	93	0.9230650082195819	32898.16482334125	12	1	1	8	1	85.52475112603739	43	128	0	1	103.39757139764865	0.0	0.0	0.28125	1	0.0	7	2769.1950246587458	1	3	1	0.0	1	0	29	0	0	5	1	11	554	0	0	FALSE
edu.cmu.sphinx.tools.audio	Downsampler	1	0.0	6.0	29	0.2758774160874572	31117.043821557003	1	0	0	1	2	98.78979923725578	18	32	2	1	80.65605532161985	0.0	0.0	0.0	0	1.0	6	827.6322482623716	0	0	0	0.0	0	0	6	0	0	1	0	3	156	1	0	FALSE
edu.cmu.sphinx.util	HypothesisWord	4	0.2222222222222222	1.0	14	0.0718477155302178	810.5383868229526	7	1	1	4	3	117.16465780629937	22	19	3	1	135.03747807791063	0.0	0.0	0.5	0	10.0	1	215.54314659065344	0	1	0	0.0	0	0	4	0	0	3	0	4	66	0	0	FALSE
edu.cmu.sphinx.linguist.flat	FlatLinguist$UnitContext	7	0.08333333333333333	2.0	55	0.5152834502774502	20034.01928409133	13	1	1	9	3	79.87444155122165	42	65	0	1	112.0961046581954	0.0	0.0	0.23809523809523808	0	25.0	6	1545.8503508323506	0	3	3	0.0	1	0	14	0	2	4	0	7	345	0	0	FALSE
edu.cmu.sphinx.tools.dictator.models	LanguageModel	1	0.0	1.0	5	0.06863595959503022	882.2110727932445	1	0	1	1	1	141.88078101709803	33	9	0	1	121.73119063941564	0.0	0.5	0.0	0	0.0	1	205.90787878509065	1	0	1	0.0	1	1	1	0	0	1	0	2	47	1	0	FALSE
edu.cmu.sphinx.linguist.language.ngram.large	UnigramProbability	8	0.14285714285714285	1.0	24	0.1509221338391325	2052.324148205361	12	1	0	8	2	116.35794041465351	47	34	2	1	134.23076068626477	0.0	0.0	0.375	0	30.0	1	452.7664015173975	0	1	0	0.0	0	0	8	0	0	7	0	9	131	0	0	FALSE
demo.sphinx.zipcity	ZipCity$WindowAdapter	1	0.0	2.0	5	0.035366369396669387	389.6815665315315	1	0	1	1	0	124.36625367642489	0	7	0	1	124.36625367642489	0.0	0.0	0.0	0	0.0	2	106.09910819000817	0	0	0	0.0	1	0	2	0	0	1	0	0	28	0	0	FALSE
edu.cmu.sphinx.recognizer	StateListener	1	0.0	1.0	2	0.011720419819576722	60.49677669025871	1	0	1	1	2	95.7414082023065	9	3	1	1	145.74015758159373	0.0	0.5	0.0	0	1.0	1	35.161259458730164	0	0	1	0.0	0	1	1	0	0	1	0	2	13	1	0	FALSE
demo.jsapi.cardmatch	CardMatchFrame$ActionListener	1	0.0	1.0	4	0.036	402.00000000000006	1	0	1	1	0	128.03416520678073	0	5	0	1	128.03416520678073	0.0	0.0	0.0	0	1.0	1	108.0	1	0	0	0.0	1	0	1	0	0	1	0	0	29	0	0	FALSE
edu.cmu.sphinx.linguist.dflat	DynamicFlatLinguist$PronunciationState	13	0.08333333333333333	1.5384615384615385	59	0.5318461540441232	21439.743850157087	15	1	1	13	4	105.23459210609906	77	80	0	1	123.10741237771032	0.0	0.5	0.5769230769230769	1	0.0	4	1595.5384621323697	1	6	4	0.0	1	1	20	0	0	7	1	13	371	0	0	FALSE
com.sun.speech.engine.recognition	JavaCharStream	31	0.1372549019607843	2.4193548387096775	250	3.2046436057272096	233476.9980659858	48	1	0	31	2	106.58000921579622	19	446	2	1	106.58000921579622	0.0	0.0	0.19165085388994307	1	0.0	15	9613.930817181628	0	1	0	0.0	1	0	75	0	0	30	0	8	1890	1	0	FALSE
edu.cmu.sphinx.decoder.scorer	SimpleAcousticScorer	8	0.07142857142857142	2.375	56	0.6010256178847684	27487.379069789	14	1	1	8	12	69.14037441100386	58	72	0	1	111.4315270021886	0.0	0.0	0.22916666666666666	0	24.0	12	1803.0768536543053	0	2	12	0.0	1	0	19	0	0	6	1	17	356	1	0	FALSE
edu.cmu.sphinx.linguist.flat	BranchState	3	0.0	1.0	7	0.05659460295894526	505.26632958368333	3	0	0	3	2	99.94732410053687	21	12	1	1	142.23847669172162	0.0	0.5	0.0	0	3.0	1	169.78380887683576	0	1	1	0.03773584905660377	0	1	3	0	0	2	0	4	48	1	0	FALSE
tests.result.lattice	TokenGraphDumpTest	1	0.0	7.0	31	0.5449589272649283	26715.218901183373	1	0	1	1	6	50.68144088707876	13	43	0	1	80.06182667326797	0.0	0.0	0.0	0	1.0	7	1634.876781794785	0	0	6	0.0	1	0	7	0	0	1	0	6	266	1	0	FALSE
edu.cmu.sphinx.tools.dictator	VUMeterPanel	8	0.125	2.25	68	0.9032685187503615	48745.16634554618	16	1	1	8	2	147.2069214389985	20	85	1	1	107.32150743448827	0.0	0.5	0.234375	1	30.0	4	2709.8055562510845	1	1	1	0.0	1	1	18	0	0	7	0	3	541	1	0	FALSE
edu.cmu.sphinx.tools.audio	Switch	5	0.09375	2.2	37	0.2966153388025937	8625.119066855154	13	1	1	5	5	65.70038184683887	42	51	0	1	113.80566361337767	0.0	0.5	0.2	1	10.0	6	889.8460164077812	0	1	5	0.06666666666666667	1	1	11	0	0	4	0	3	195	1	0	FALSE
edu.cmu.sphinx.result	AbstractSausageMaker$ClusterComparator	1	0.0	5.0	15	0.16900975717104144	6148.2323948154135	1	0	1	1	1	48.818328184025695	8	20	0	1	96.9236099505645	0.0	0.0	0.0	0	1.0	5	507.02927151312434	0	0	1	0.0	1	0	5	0	0	1	1	1	105	0	0	FALSE
tests.search	FSTGrammarTest	1	0.0	2.0	13	0.19795645834311626	4824.078020172236	2	1	1	1	5	68.06043125290714	6	19	0	1	100.28209435988089	0.0	0.0	1.0	0	0.0	2	593.8693750293488	0	0	5	0.0	1	0	2	0	0	1	0	2	112	1	0	FALSE
edu.cmu.sphinx.frontend	DataStartSignal	3	0.0	1.0	7	0.03897338635465112	302.81611467960045	3	0	0	3	19	111.76771656769608	20	11	18	1	143.98937967466983	0.0	0.5	0.0	0	3.0	1	116.92015906395336	0	1	1	0.0	1	1	3	0	0	2	0	4	38	1	0	FALSE
edu.cmu.sphinx.trainer	BuildTranscriptHMM	7	0.041666666666666664	3.0	144	1.798237849660171	110851.89028784928	15	1	1	7	14	51.582409478693805	87	159	1	1	89.1449191367338	0.0	0.0	0.16071428571428573	1	24.0	6	5394.713548980513	0	0	13	0.0	1	0	21	0	0	7	0	44	955	1	0	FALSE
edu.cmu.sphinx.linguist.acoustic.tiedstate	TiedStateAcousticModel	23	0.051948051948051945	3.0434782608695654	240	3.062552206908028	152064.52946312455	37	1	1	24	26	59.23026562493123	254	308	6	1	103.35787543574044	1.0	0.0	0.12111801242236025	1	44.0	16	9187.656620724085	1	13	20	0.0	1	0	70	1	1	10	1	57	1714	1	0	FALSE
edu.cmu.sphinx.util	LogMath	18	0.06274509803921569	2.1666666666666665	139	1.491978152004425	66774.54256909218	33	1	1	18	59	137.47301476803085	343	190	54	1	111.1904493413449	0.0	0.0	0.1259259259259259	1	146.0	6	4475.934456013275	0	1	5	0.0	1	0	39	0	0	17	1	89	908	1	0	FALSE
edu.cmu.sphinx.model.acoustic.sphinx3	ModelLoader	55	0.0358227079538555	2.3636363636363638	753	9.603783476628484	665555.670356543	116	1	1	55	23	52.97079252767188	622	855	0	1	97.0984023384811	0.0	0.0	0.05156482861400894	1	1736.0	11	28811.350429885453	0	33	23	0.0	1	0	130	0	0	22	1	114	4948	1	0	FALSE
edu.cmu.sphinx.decoder.search	PartitionActiveListFactory$PartitionActiveList	13	0.13888888888888887	1.9230769230769231	73	0.6867236521869317	22365.21526540987	19	1	1	14	4	87.07496990465282	80	99	0	1	119.29663301162657	0.0	0.0	0.2948717948717949	1	29.0	5	2060.170956560795	0	4	4	0.0	1	0	25	0	1	9	1	25	460	0	0	FALSE
edu.cmu.sphinx.research.distributed.tests	BatchClient	4	0.393939393939394	2.0	65	0.8637988884328663	23260.820673737515	15	1	1	5	8	47.802276746841216	40	80	1	1	96.2792876416171	0.0	0.0	0.38636363636363635	1	0.0	3	2591.396665298599	0	0	7	0.0	1	0	8	0	1	4	0	7	482	1	0	FALSE
edu.cmu.sphinx.util	SocketCommandInterpreter	7	0.041666666666666664	1.7142857142857142	50	0.5262836060910416	15025.037399647335	11	1	1	7	3	95.24272031821289	37	69	1	1	113.11554058982415	0.0	0.5	0.2857142857142857	1	20.0	5	1578.8508182731248	0	0	2	0.0	1	1	12	0	0	7	0	8	333	1	0	FALSE
edu.cmu.sphinx.linguist	SearchGraph	2	0.0	1.0	3	0.008666666666666666	31.0	2	0	0	2	8	119.33517452699108	14	4	7	1	161.62632711817582	0.0	0.0	0.0	0	2.0	1	26.0	0	0	1	0.0	0	0	2	0	0	2	0	3	13	1	0	FALSE
tests.live	LiveFrame$WindowAdapter	1	0.0	1.0	4	0.032	232.0	1	0	1	1	1	129.914189538759	0	5	0	1	129.914189538759	0.0	0.0	0.0	0	1.0	1	96.0	0	0	1	0.0	1	0	1	0	0	1	0	0	26	0	0	FALSE
demo.sphinx.zipcity	ZipDatabase	5	0.5	2.2	54	0.7220888261041617	32281.944455046654	6	1	1	6	3	71.29205017077864	34	70	2	1	103.51371327775239	0.0	0.0	0.6	0	2.0	4	2166.266478312485	1	2	1	0.0	1	0	11	0	1	3	0	8	404	1	0	FALSE
demo.jsapi.dialog	DialogManager$DialogNode	9	0.0625	1.0	27	0.17488275785281535	1829.9753927740358	11	1	1	9	3	135.26151169717542	39	37	0	1	135.02575130489313	0.0	0.0	0.5555555555555556	1	15.0	1	524.648273558446	0	3	3	0.0	1	0	9	0	0	6	0	8	147	0	0	FALSE
edu.cmu.sphinx.linguist	WordSequence	16	0.04444444444444444	2.625	133	1.2967044354828599	71463.24217938211	19	1	1	17	25	76.12653906803291	102	143	24	1	108.34820217500666	0.0	0.0	0.375	1	0.0	6	3890.1133064485794	0	9	1	0.0	1	0	42	0	1	7	0	17	825	1	0	FALSE
tests.linguist.language.ngram.large	OutputDiff	1	0.0	4.0	19	0.3215209053040181	17854.551770415128	1	0	1	1	0	89.49939378945884	0	26	0	1	89.49939378945884	0.0	0.0	0.0	0	1.0	4	964.5627159120544	0	0	0	0.0	1	0	4	0	0	1	0	0	171	1	0	FALSE
edu.cmu.sphinx.instrumentation	BestPathAccuracyTracker	4	0.1111111111111111	1.75	26	0.2721073718033563	5180.342103712508	7	1	1	4	7	69.23064770896062	32	36	0	1	117.33592947549943	0.0	0.5	0.4166666666666667	1	2.0	3	816.3221154100689	1	0	7	0.0	1	1	7	0	0	4	0	7	187	1	0	FALSE
demo.sphinx.zipcity	ZipCity$MapPanel	8	0.12380952380952381	1.75	67	0.941786656992549	26417.394278640306	23	1	1	8	1	91.60152461793376	47	85	0	1	109.47434488954502	0.0	0.5	0.175	1	18.0	4	2825.359970977647	1	1	1	0.0	1	1	14	0	0	7	0	11	560	0	0	FALSE
edu.cmu.sphinx.tools.dictator	DictatorView	4	0.16666666666666666	1.75	48	0.5619124181249913	11268.381643994844	14	1	1	4	12	85.57634157198305	21	61	2	1	103.44916184359431	0.0	0.0	0.225	1	4.0	3	1685.7372543749739	0	1	10	0.0	1	0	7	0	0	3	0	2	333	1	4	TRUE
demo.sphinx.transcriber	Transcriber	1	0.0	8.0	31	0.4968196161126732	26921.27534527852	1	0	1	1	6	50.62445116614244	13	43	1	1	80.00483695233166	0.0	0.0	0.0	0	1.0	8	1490.4588483380196	0	0	5	0.0	1	0	8	0	0	1	0	4	242	1	0	FALSE
edu.cmu.sphinx.jsapi	SphinxRecognizerModeDesc	2	0.0	1.5	8	0.07740356408602336	1328.5298805447494	2	0	1	2	2	96.84289930775907	26	19	2	1	126.22328509394828	0.0	0.5	0.0	0	2.0	2	232.21069225807008	0	1	1	0.0	1	1	3	0	0	1	1	7	58	1	0	FALSE
edu.cmu.sphinx.trainer	NodeType	3	0.0625	1.3333333333333333	18	0.2121872849113736	5119.2139878138305	11	1	0	4	4	87.07481179910508	39	25	4	1	116.45519758529429	0.0	0.0	0.08333333333333333	1	4.0	2	636.5618547341207	0	1	0	0.0	1	0	4	0	1	2	0	11	144	1	0	FALSE
edu.cmu.sphinx.research.bushderby	BushderbySearchManager	12	0.011363636363636364	4.416666666666667	171	2.450077257276711	174773.06138016738	20	1	1	12	19	84.76347554042582	182	249	0	1	95.12036021407616	0.0	0.5	0.11458333333333333	1	36.0	15	7350.231771830133	1	4	19	0.024390243902439025	1	1	53	0	0	8	0	70	1309	1	0	FALSE
edu.cmu.sphinx.decoder.search	Partitioner	5	0.0	2.8	58	0.6056530078668616	41848.20673510617	5	0	0	5	3	51.02784194583211	47	66	2	1	101.02659132511934	0.0	0.0	0.0	1	5.0	5	1816.959023600585	0	0	1	0.0	1	0	14	0	0	5	0	9	382	1	0	FALSE
com.sun.speech.engine.recognition	JSGFParser$JJCalls	0	0.0	0.0	5	0.026289725005288478	253.50806255099604	4	1	1	0	1	171.0	0	6	0	1	171.0	0.0	0.0	0.0	0	0.0	0	78.86917501586544	0	0	1	0.0	0	0	0	0	0	0	0	0	22	1	0	FALSE
